customer_id,date,time_idx,daily_spend,logins,clicks,day_of_week,is_holiday,customer_tier
C_002,2025-01-17,16,9.84,1,7,4,0,Silver
C_002,2025-01-18,17,0.0,0,4,5,0,Silver
C_002,2025-01-19,18,22.54,2,17,6,0,Silver
C_002,2025-01-20,19,8.78,1,6,0,0,Silver
C_002,2025-01-21,20,14.54,1,9,1,0,Silver
C_002,2025-01-22,21,0.0,0,1,2,0,Silver
C_002,2025-01-23,22,0.0,0,4,3,0,Silver
C_002,2025-01-24,23,19.18,1,9,4,0,Silver
C_002,2025-01-25,24,8.03,1,4,5,0,Silver
C_002,2025-01-26,25,18.29,1,6,6,0,Silver
C_002,2025-01-27,26,22.85,1,11,0,0,Silver
C_002,2025-01-28,27,8.72,1,9,1,0,Silver
C_002,2025-01-29,28,7.77,1,5,2,0,Silver
C_002,2025-01-30,29,20.5,1,9,3,0,Silver
C_002,2025-01-31,30,15.87,1,10,4,0,Silver
C_002,2025-02-01,31,0.0,0,1,5,0,Silver
C_002,2025-02-02,32,0.0,0,0,6,0,Silver
C_002,2025-02-03,33,8.53,1,4,0,0,Silver
C_002,2025-02-04,34,0.0,0,2,1,0,Silver
C_002,2025-02-05,35,0.0,0,0,2,0,Silver
C_002,2025-02-06,36,7.7,2,8,3,0,Silver
C_002,2025-02-07,37,0.0,0,2,4,0,Silver
C_002,2025-02-08,38,11.89,1,7,5,0,Silver
C_002,2025-02-09,39,0.0,0,2,6,0,Silver
C_002,2025-02-10,40,2.48,1,2,0,0,Silver
C_002,2025-02-11,41,17.35,1,11,1,0,Silver
C_002,2025-02-12,42,0.0,0,1,2,0,Silver
C_002,2025-02-13,43,36.35,2,18,3,0,Silver
C_002,2025-02-14,44,0.0,0,2,4,0,Silver
C_002,2025-02-15,45,0.0,0,1,5,0,Silver
C_002,2025-02-16,46,11.43,1,11,6,0,Silver
C_002,2025-02-17,47,0.0,0,4,0,0,Silver
C_002,2025-02-18,48,4.35,1,7,1,0,Silver
C_002,2025-02-19,49,16.71,1,8,2,0,Silver
C_002,2025-02-20,50,0.0,0,1,3,0,Silver
C_002,2025-02-21,51,0.0,0,1,4,0,Silver
C_002,2025-02-22,52,0.0,0,2,5,0,Silver
C_002,2025-02-23,53,31.65,1,13,6,0,Silver
C_002,2025-02-24,54,17.33,1,9,0,0,Silver
C_002,2025-02-25,55,26.1,1,11,1,0,Silver
C_002,2025-02-26,56,0.0,0,0,2,0,Silver
C_002,2025-02-27,57,11.64,1,6,3,0,Silver
C_002,2025-02-28,58,21.54,2,10,4,0,Silver
C_002,2025-03-01,59,8.61,1,4,5,0,Silver
C_002,2025-03-02,60,13.2,1,5,6,1,Silver
C_002,2025-03-03,61,0.0,0,2,0,0,Silver
C_002,2025-03-04,62,0.0,0,0,1,0,Silver
C_002,2025-03-05,63,15.63,1,10,2,0,Silver
C_002,2025-03-06,64,0.0,0,4,3,0,Silver
C_002,2025-03-07,65,0.0,0,2,4,0,Silver
C_002,2025-03-08,66,7.47,1,8,5,0,Silver
C_002,2025-03-09,67,8.59,1,5,6,0,Silver
C_002,2025-03-10,68,0.0,0,4,0,0,Silver
C_002,2025-03-11,69,6.68,1,5,1,0,Silver
C_002,2025-03-12,70,0.0,0,4,2,1,Silver
C_002,2025-03-13,71,15.1,1,10,3,0,Silver
C_002,2025-03-14,72,0.0,0,2,4,0,Silver
C_002,2025-03-15,73,18.2,1,6,5,0,Silver
C_002,2025-03-16,74,0.0,0,1,6,0,Silver
C_002,2025-03-17,75,0.0,0,4,0,1,Silver
C_002,2025-03-18,76,0.0,0,4,1,1,Silver
C_002,2025-03-19,77,8.77,2,7,2,0,Silver
C_002,2025-03-20,78,18.7,1,9,3,1,Silver
C_002,2025-03-21,79,17.68,2,8,4,0,Silver
C_002,2025-03-22,80,0.0,0,0,5,0,Silver
C_002,2025-03-23,81,8.85,1,8,6,0,Silver
C_002,2025-03-24,82,12.66,2,20,0,0,Silver
C_002,2025-03-25,83,0.0,0,0,1,0,Silver
C_002,2025-03-26,84,5.83,1,6,2,0,Silver
C_002,2025-03-27,85,0.0,0,2,3,1,Silver
C_002,2025-03-28,86,20.21,1,9,4,0,Silver
C_002,2025-03-29,87,0.0,0,1,5,0,Silver
C_002,2025-03-30,88,9.48,1,7,6,0,Silver
C_002,2025-03-31,89,0.0,0,3,0,0,Silver
C_002,2025-04-01,90,0.0,0,1,1,0,Silver
C_002,2025-04-02,91,9.77,1,9,2,0,Silver
C_002,2025-04-03,92,0.0,0,2,3,0,Silver
C_002,2025-04-04,93,4.36,1,3,4,0,Silver
C_002,2025-04-05,94,0.0,0,0,5,0,Silver
C_002,2025-04-06,95,5.77,1,6,6,0,Silver
C_002,2025-04-07,96,12.25,1,7,0,1,Silver
C_002,2025-04-08,97,32.61,3,17,1,0,Silver
C_002,2025-04-09,98,7.4,2,5,2,0,Silver
C_002,2025-04-10,99,5.55,2,6,3,0,Silver
C_002,2025-04-11,100,5.68,1,6,4,0,Silver
C_002,2025-04-12,101,0.0,0,1,5,0,Silver
C_002,2025-04-13,102,0.0,0,1,6,0,Silver
C_002,2025-04-14,103,17.7,1,11,0,0,Silver
C_002,2025-04-15,104,30.98,2,19,1,0,Silver
C_002,2025-04-16,105,10.75,1,7,2,0,Silver
C_002,2025-04-17,106,11.91,1,5,3,0,Silver
C_002,2025-04-18,107,0.0,0,2,4,1,Silver
C_002,2025-04-19,108,0.0,0,0,5,0,Silver
C_002,2025-04-20,109,36.99,1,12,6,0,Silver
C_002,2025-04-21,110,0.0,0,3,0,0,Silver
C_002,2025-04-22,111,0.0,0,4,1,0,Silver
C_002,2025-04-23,112,0.0,0,1,2,0,Silver
C_002,2025-04-24,113,0.0,0,4,3,0,Silver
C_002,2025-04-25,114,0.0,0,0,4,0,Silver
C_002,2025-04-26,115,0.0,0,4,5,0,Silver
C_002,2025-04-27,116,0.0,0,2,6,0,Silver
C_002,2025-04-28,117,44.27,2,21,0,0,Silver
C_002,2025-04-29,118,6.46,1,5,1,0,Silver
C_002,2025-04-30,119,55.18,3,24,2,1,Silver
C_003,2025-01-01,0,0.0,0,1,2,0,Silver
C_003,2025-01-02,1,25.06,2,16,3,0,Silver
C_003,2025-01-03,2,4.37,1,4,4,0,Silver
C_003,2025-01-04,3,0.0,0,3,5,0,Silver
C_003,2025-01-05,4,0.0,0,4,6,1,Silver
C_003,2025-01-06,5,0.0,0,2,0,0,Silver
C_003,2025-01-07,6,19.89,1,9,1,0,Silver
C_003,2025-01-08,7,0.0,0,4,2,0,Silver
C_003,2025-01-09,8,23.72,1,11,3,0,Silver
C_003,2025-01-10,9,8.89,2,10,4,0,Silver
C_003,2025-01-11,10,0.0,0,1,5,0,Silver
C_003,2025-01-12,11,24.24,1,8,6,0,Silver
C_003,2025-01-13,12,11.13,1,11,0,0,Silver
C_003,2025-01-14,13,0.0,0,4,1,0,Silver
C_003,2025-01-15,14,0.0,0,4,2,0,Silver
C_003,2025-01-16,15,28.05,2,14,3,0,Silver
C_003,2025-01-17,16,12.15,1,10,4,0,Silver
C_003,2025-01-18,17,19.12,1,8,5,0,Silver
C_003,2025-01-19,18,0.0,0,3,6,0,Silver
C_003,2025-01-20,19,10.67,1,5,0,0,Silver
C_003,2025-01-21,20,10.02,1,6,1,0,Silver
C_003,2025-01-22,21,0.0,0,2,2,0,Silver
C_003,2025-01-23,22,0.0,0,1,3,0,Silver
C_003,2025-01-24,23,0.0,0,0,4,0,Silver
C_003,2025-01-25,24,20.8,2,9,5,0,Silver
C_003,2025-01-26,25,26.89,1,9,6,0,Silver
C_003,2025-01-27,26,14.23,1,6,0,0,Silver
C_003,2025-01-28,27,5.25,1,8,1,0,Silver
C_003,2025-01-29,28,0.0,0,3,2,0,Silver
C_003,2025-01-30,29,11.99,1,6,3,0,Silver
C_003,2025-01-31,30,13.83,2,21,4,0,Silver
C_003,2025-02-01,31,30.82,2,14,5,0,Silver
C_003,2025-02-02,32,12.69,1,9,6,0,Silver
C_003,2025-02-03,33,0.0,0,0,0,0,Silver
C_003,2025-02-04,34,0.0,0,1,1,1,Silver
C_003,2025-02-05,35,12.89,1,6,2,0,Silver
C_003,2025-02-06,36,0.0,0,2,3,0,Silver
C_003,2025-02-07,37,0.0,0,3,4,0,Silver
C_003,2025-02-08,38,9.96,1,5,5,0,Silver
C_003,2025-02-09,39,0.0,0,4,6,0,Silver
C_003,2025-02-10,40,0.0,0,1,0,0,Silver
C_003,2025-02-11,41,8.67,1,11,1,0,Silver
C_003,2025-02-12,42,4.85,1,7,2,0,Silver
C_003,2025-02-13,43,20.59,2,17,3,0,Silver
C_003,2025-02-14,44,0.0,0,3,4,0,Silver
C_003,2025-02-15,45,9.31,1,8,5,0,Silver
C_003,2025-02-16,46,17.11,1,9,6,0,Silver
C_003,2025-02-17,47,0.0,0,3,0,0,Silver
C_003,2025-02-18,48,9.8,1,11,1,0,Silver
C_003,2025-02-19,49,20.09,1,9,2,1,Silver
C_003,2025-02-20,50,0.0,0,4,3,0,Silver
C_003,2025-02-21,51,0.0,0,3,4,0,Silver
C_003,2025-02-22,52,27.02,1,12,5,0,Silver
C_003,2025-02-23,53,5.95,1,3,6,0,Silver
C_003,2025-02-24,54,0.0,0,3,0,0,Silver
C_003,2025-02-25,55,8.33,1,5,1,0,Silver
C_003,2025-02-26,56,0.0,0,1,2,0,Silver
C_003,2025-02-27,57,26.84,1,12,3,0,Silver
C_003,2025-02-28,58,0.0,0,1,4,0,Silver
C_003,2025-03-01,59,17.28,1,10,5,0,Silver
C_003,2025-03-02,60,13.56,1,8,6,0,Silver
C_003,2025-03-03,61,0.0,0,4,0,0,Silver
C_003,2025-03-04,62,17.53,1,8,1,0,Silver
C_003,2025-03-05,63,0.0,0,1,2,0,Silver
C_003,2025-03-06,64,0.0,0,3,3,0,Silver
C_003,2025-03-07,65,12.83,1,10,4,0,Silver
C_003,2025-03-08,66,0.0,0,4,5,0,Silver
C_003,2025-03-09,67,22.48,1,11,6,0,Silver
C_003,2025-03-10,68,9.36,1,9,0,1,Silver
C_003,2025-03-11,69,0.0,0,4,1,0,Silver
C_003,2025-03-12,70,0.0,0,3,2,0,Silver
C_003,2025-03-13,71,10.5,2,6,3,0,Silver
C_003,2025-03-14,72,9.35,1,6,4,0,Silver
C_003,2025-03-15,73,0.0,0,1,5,0,Silver
C_003,2025-03-16,74,40.0,2,22,6,0,Silver
C_003,2025-03-17,75,0.0,0,0,0,0,Silver
C_003,2025-03-18,76,10.82,2,5,1,0,Silver
C_003,2025-03-19,77,0.0,0,0,2,0,Silver
C_003,2025-03-20,78,23.41,1,13,3,0,Silver
C_003,2025-03-21,79,0.0,0,1,4,0,Silver
C_003,2025-03-22,80,0.0,0,0,5,0,Silver
C_003,2025-03-23,81,8.28,1,8,6,0,Silver
C_003,2025-03-24,82,15.26,2,7,0,0,Silver
C_003,2025-03-25,83,8.34,1,7,1,0,Silver
C_003,2025-03-26,84,11.11,1,7,2,0,Silver
C_003,2025-03-27,85,13.25,1,8,3,0,Silver
C_003,2025-03-28,86,30.06,2,13,4,0,Silver
C_003,2025-03-29,87,26.16,2,13,5,0,Silver
C_003,2025-03-30,88,22.09,1,9,6,0,Silver
C_003,2025-03-31,89,28.81,1,13,0,0,Silver
C_003,2025-04-01,90,12.33,1,10,1,0,Silver
C_003,2025-04-02,91,15.91,1,7,2,0,Silver
C_003,2025-04-03,92,10.56,1,8,3,0,Silver
C_003,2025-04-04,93,10.19,1,11,4,0,Silver
C_003,2025-04-05,94,9.66,1,7,5,0,Silver
C_003,2025-04-06,95,4.41,1,5,6,0,Silver
C_003,2025-04-07,96,6.87,3,7,0,0,Silver
C_003,2025-04-08,97,0.0,0,1,1,0,Silver
C_003,2025-04-09,98,0.0,0,2,2,0,Silver
C_003,2025-04-10,99,0.0,0,3,3,0,Silver
C_003,2025-04-11,100,8.48,1,6,4,0,Silver
C_003,2025-04-12,101,0.0,0,3,5,0,Silver
C_003,2025-04-13,102,0.0,0,4,6,0,Silver
C_003,2025-04-14,103,3.91,1,3,0,0,Silver
C_003,2025-04-15,104,17.26,2,13,1,0,Silver
C_003,2025-04-16,105,28.56,3,15,2,0,Silver
C_003,2025-04-17,106,0.0,0,3,3,0,Silver
C_003,2025-04-18,107,9.07,1,9,4,0,Silver
C_003,2025-04-19,108,0.0,0,3,5,0,Silver
C_003,2025-04-20,109,16.6,1,7,6,0,Silver
C_003,2025-04-21,110,10.75,1,6,0,0,Silver
C_003,2025-04-22,111,9.12,1,12,1,0,Silver
C_003,2025-04-23,112,12.48,2,6,2,0,Silver
C_003,2025-04-24,113,0.0,0,3,3,1,Silver
C_003,2025-04-25,114,0.0,0,3,4,0,Silver
C_003,2025-04-26,115,0.0,0,3,5,0,Silver
C_003,2025-04-27,116,20.99,1,8,6,0,Silver
C_003,2025-04-28,117,4.28,1,6,0,0,Silver
C_003,2025-04-29,118,0.0,0,1,1,0,Silver
C_003,2025-04-30,119,0.0,0,0,2,0,Silver
C_004,2025-01-01,0,0.0,0,3,2,0,Silver
C_004,2025-01-02,1,0.0,0,2,3,0,Silver
C_004,2025-01-03,2,4.05,1,5,4,0,Silver
C_004,2025-01-04,3,0.0,0,1,5,0,Silver
C_004,2025-01-05,4,6.67,2,8,6,0,Silver
C_004,2025-01-06,5,0.0,0,3,0,0,Silver
C_004,2025-01-07,6,11.84,2,7,1,0,Silver
C_004,2025-01-08,7,16.68,2,8,2,0,Silver
C_004,2025-01-09,8,0.0,0,1,3,0,Silver
C_004,2025-01-10,9,0.0,0,3,4,0,Silver
C_004,2025-01-11,10,0.0,0,4,5,0,Silver
C_004,2025-01-12,11,9.86,1,12,6,0,Silver
C_004,2025-01-13,12,0.0,0,2,0,0,Silver
C_004,2025-01-14,13,0.0,0,1,1,0,Silver
C_004,2025-01-15,14,16.33,2,18,2,0,Silver
C_004,2025-01-16,15,18.84,1,11,3,0,Silver
C_004,2025-01-17,16,0.0,0,3,4,0,Silver
C_004,2025-01-18,17,9.77,1,9,5,0,Silver
C_004,2025-01-19,18,17.49,1,10,6,0,Silver
C_004,2025-01-20,19,10.83,2,8,0,0,Silver
C_004,2025-01-21,20,12.84,1,13,1,0,Silver
C_004,2025-01-22,21,0.0,0,4,2,1,Silver
C_004,2025-01-23,22,17.01,2,12,3,0,Silver
C_004,2025-01-24,23,0.0,0,3,4,0,Silver
C_004,2025-01-25,24,0.0,0,2,5,0,Silver
C_004,2025-01-26,25,0.0,0,1,6,0,Silver
C_004,2025-01-27,26,9.71,3,7,0,0,Silver
C_004,2025-01-28,27,18.77,1,9,1,0,Silver
C_004,2025-01-29,28,0.0,0,0,2,0,Silver
C_004,2025-01-30,29,0.0,0,4,3,0,Silver
C_004,2025-01-31,30,6.68,1,10,4,0,Silver
C_004,2025-02-01,31,15.76,2,8,5,0,Silver
C_004,2025-02-02,32,12.13,2,10,6,0,Silver
C_004,2025-02-03,33,0.0,0,1,0,0,Silver
C_004,2025-02-04,34,0.0,0,0,1,1,Silver
C_004,2025-02-05,35,6.55,2,8,2,0,Silver
C_004,2025-02-06,36,17.7,2,15,3,0,Silver
C_004,2025-02-07,37,22.57,1,10,4,0,Silver
C_004,2025-02-08,38,8.86,1,3,5,0,Silver
C_004,2025-02-09,39,0.0,0,3,6,0,Silver
C_004,2025-02-10,40,0.0,0,3,0,0,Silver
C_004,2025-02-11,41,0.0,0,0,1,0,Silver
C_004,2025-02-12,42,0.0,0,0,2,0,Silver
C_004,2025-02-13,43,25.97,1,11,3,0,Silver
C_004,2025-02-14,44,12.94,1,11,4,0,Silver
C_004,2025-02-15,45,0.0,0,4,5,0,Silver
C_004,2025-02-16,46,0.0,0,3,6,0,Silver
C_004,2025-02-17,47,0.0,0,3,0,0,Silver
C_004,2025-02-18,48,12.49,1,11,1,0,Silver
C_004,2025-02-19,49,19.54,2,22,2,0,Silver
C_004,2025-02-20,50,0.0,0,3,3,0,Silver
C_004,2025-02-21,51,17.84,1,10,4,0,Silver
C_004,2025-02-22,52,9.95,2,6,5,0,Silver
C_004,2025-02-23,53,15.15,1,6,6,0,Silver
C_004,2025-02-24,54,12.69,1,6,0,0,Silver
C_004,2025-02-25,55,21.1,1,12,1,0,Silver
C_004,2025-02-26,56,0.0,0,4,2,0,Silver
C_004,2025-02-27,57,0.0,0,4,3,0,Silver
C_004,2025-02-28,58,0.0,0,0,4,1,Silver
C_004,2025-03-01,59,0.0,0,3,5,0,Silver
C_004,2025-03-02,60,12.55,1,6,6,0,Silver
C_004,2025-03-03,61,17.96,2,12,0,0,Silver
C_004,2025-03-04,62,0.0,0,3,1,0,Silver
C_004,2025-03-05,63,19.04,2,22,2,0,Silver
C_004,2025-03-06,64,0.0,0,3,3,0,Silver
C_004,2025-03-07,65,10.49,3,6,4,0,Silver
C_004,2025-03-08,66,0.0,0,3,5,0,Silver
C_004,2025-03-09,67,8.14,1,5,6,0,Silver
C_004,2025-03-10,68,0.0,0,4,0,0,Silver
C_004,2025-03-11,69,19.54,2,9,1,0,Silver
C_004,2025-03-12,70,0.0,0,4,2,0,Silver
C_004,2025-03-13,71,13.42,1,6,3,0,Silver
C_004,2025-03-14,72,0.0,0,3,4,0,Silver
C_004,2025-03-15,73,0.0,0,0,5,0,Silver
C_004,2025-03-16,74,0.0,0,1,6,0,Silver
C_004,2025-03-17,75,0.0,0,3,0,0,Silver
C_004,2025-03-18,76,19.09,1,9,1,0,Silver
C_004,2025-03-19,77,0.0,0,2,2,0,Silver
C_004,2025-03-20,78,8.04,1,6,3,0,Silver
C_004,2025-03-21,79,25.68,1,11,4,0,Silver
C_004,2025-03-22,80,9.69,1,5,5,0,Silver
C_004,2025-03-23,81,0.0,0,1,6,0,Silver
C_004,2025-03-24,82,0.0,0,0,0,0,Silver
C_004,2025-03-25,83,5.69,1,3,1,0,Silver
C_004,2025-03-26,84,0.0,0,0,2,0,Silver
C_004,2025-03-27,85,0.0,0,3,3,0,Silver
C_004,2025-03-28,86,0.0,0,0,4,0,Silver
C_004,2025-03-29,87,0.0,0,1,5,0,Silver
C_004,2025-03-30,88,0.0,0,0,6,0,Silver
C_004,2025-03-31,89,6.41,1,9,0,0,Silver
C_004,2025-04-01,90,22.17,1,11,1,0,Silver
C_004,2025-04-02,91,0.0,0,1,2,0,Silver
C_004,2025-04-03,92,23.24,1,13,3,0,Silver
C_004,2025-04-04,93,0.0,0,0,4,0,Silver
C_004,2025-04-05,94,3.0,1,3,5,0,Silver
C_004,2025-04-06,95,0.0,0,3,6,0,Silver
C_004,2025-04-07,96,0.0,0,0,0,0,Silver
C_004,2025-04-08,97,0.0,0,2,1,0,Silver
C_004,2025-04-09,98,0.0,0,3,2,0,Silver
C_004,2025-04-10,99,10.5,1,8,3,0,Silver
C_004,2025-04-11,100,7.19,1,8,4,0,Silver
C_004,2025-04-12,101,0.0,0,1,5,0,Silver
C_004,2025-04-13,102,29.93,1,12,6,0,Silver
C_004,2025-04-14,103,0.0,0,2,0,0,Silver
C_004,2025-04-15,104,12.17,1,9,1,0,Silver
C_004,2025-04-16,105,17.5,1,8,2,0,Silver
C_004,2025-04-17,106,0.0,0,4,3,0,Silver
C_004,2025-04-18,107,2.97,1,4,4,0,Silver
C_004,2025-04-19,108,0.0,0,0,5,0,Silver
C_004,2025-04-20,109,9.41,1,5,6,0,Silver
C_004,2025-04-21,110,10.92,1,5,0,0,Silver
C_004,2025-04-22,111,0.0,0,1,1,0,Silver
C_004,2025-04-23,112,0.0,0,1,2,0,Silver
C_004,2025-04-24,113,4.23,1,2,3,0,Silver
C_004,2025-04-25,114,22.52,2,19,4,0,Silver
C_004,2025-04-26,115,0.0,0,0,5,0,Silver
C_004,2025-04-27,116,26.45,1,11,6,0,Silver
C_004,2025-04-28,117,0.0,0,4,0,0,Silver
C_004,2025-04-29,118,0.0,0,3,1,1,Silver
